Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Sales
FDE22,,Low Fat,0.0294296,Snack Foods,160.392,OUT027,1985,Medium,Tier 3,Supermarket Type3,1921.78
FDC26,10.195,Low Fat,0.126639,Canned,109.589,OUT045,2002,,Tier 2,Supermarket Type1,1657.13
DRF51,15.75,LF,0.166776,Dairy,36.5506,OUT017,2007,,Tier 2,Supermarket Type1,788.006
NCY53,,Low Fat,0.102393,Health and Hygiene,113.154,OUT019,1985,Small,Tier 1,Grocery Store,-70.7327
FDY21,15.1,Low Fat,0.174463,Snack Foods,197.711,OUT017,2007,,Tier 2,Supermarket Type1,3890.27
FDL27,6.17,LF,0.0106221,Meat,64.5826,OUT013,1987,High,Tier 3,Supermarket Type1,1207.49
FDZ34,6.695,Low Fat,0.0759965,Starchy Foods,194.182,OUT049,1999,Medium,Tier 1,Supermarket Type1,4837.23
NCF43,8.51,Low Fat,0.0869468,Household,144.347,OUT010,1998,,Tier 3,Grocery Store,350.245
FDC21,14.6,Regular,0.0429507,Fruits and Vegetables,108.425,OUT035,2004,Small,Tier 2,Supermarket Type1,1714.41
FDL26,18,Low Fat,0.0731319,Canned,156.097,OUT013,1987,High,Tier 3,Supermarket Type1,3056.7
FDT25,7.5,Low Fat,0.0849467,Canned,120.507,OUT010,1998,,Tier 3,Grocery Store,254.525
NCR30,20.6,Low Fat,0,Household,74.9696,OUT046,1997,Small,Tier 1,Supermarket Type1,855.401
DRL23,,Low Fat,0.0267959,Hard Drinks,105.894,OUT019,1985,Small,Tier 1,Grocery Store,-98.3681
NCR05,10.1,Low Fat,0.0547158,Health and Hygiene,197.808,OUT049,1999,Medium,Tier 1,Supermarket Type1,2337.76
NCE19,8.97,Low Fat,0.0933935,Household,54.0956,OUT018,2009,Medium,Tier 3,Supermarket Type2,585.057
FDY07,11.8,Low Fat,0,Fruits and Vegetables,44.1402,OUT035,2004,Small,Tier 2,Supermarket Type1,1101.33
FDB10,10,Low Fat,0,Snack Foods,235.559,OUT017,2007,,Tier 2,Supermarket Type1,2248.42
FDP57,17.5,Low Fat,0.0524005,Snack Foods,105.099,OUT013,1987,High,Tier 3,Supermarket Type1,1662.18
FDU48,,Low Fat,0.0969255,Baking Goods,131.328,OUT019,1985,Small,Tier 1,Grocery Store,-397.034
FDH48,13.5,Low Fat,0.0604689,Baking Goods,85.254,OUT035,2004,Small,Tier 2,Supermarket Type1,1434.39
FDO33,14.75,Low Fat,0.0893056,Snack Foods,115.552,OUT035,2004,Small,Tier 2,Supermarket Type1,2212.71
NCU29,7.685,Low Fat,0.0255291,Health and Hygiene,147.876,OUT045,2002,,Tier 2,Supermarket Type1,3562.09
FDW35,10.6,Low Fat,0.0110892,Breads,41.8454,OUT046,1997,Small,Tier 1,Supermarket Type1,641.834
FDH05,14.35,Regular,0.152171,Frozen Foods,231.998,OUT010,1998,,Tier 3,Grocery Store,2171.82
FDP26,7.785,Low Fat,0,Dairy,104.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,1134
DRG27,8.895,Low Fat,0.105091,Dairy,41.5138,OUT035,2004,Small,Tier 2,Supermarket Type1,877.722
FDQ33,13.35,Low Fat,0.0912072,Snack Foods,151.871,OUT046,1997,Small,Tier 1,Supermarket Type1,4179.73
FDH20,16.1,Regular,0.0417597,Fruits and Vegetables,98.041,OUT010,1998,,Tier 3,Grocery Store,-280.881
FDV14,19.85,Low Fat,0.0444975,Dairy,89.7856,OUT046,1997,Small,Tier 1,Supermarket Type1,898.682
DRD01,12.1,Regular,0.0611755,Soft Drinks,54.8614,OUT046,1997,Small,Tier 1,Supermarket Type1,864.812
NCI17,8.645,Low Fat,0,Health and Hygiene,96.441,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.45
FDF39,14.85,Regular,0.0326579,Dairy,263.191,OUT010,1998,,Tier 3,Grocery Store,3533.46
FDX37,16.2,Low Fat,0.0630293,Canned,100.47,OUT046,1997,Small,Tier 1,Supermarket Type1,1580.08
NCX17,21.25,Low Fat,0.113582,Health and Hygiene,234.93,OUT035,2004,Small,Tier 2,Supermarket Type1,3534.32
FDN03,9.8,Regular,0.0150774,Meat,250.941,OUT013,1987,High,Tier 3,Supermarket Type1,2562.11
NCS41,12.85,Low Fat,0.0894543,Health and Hygiene,183.261,OUT010,1998,,Tier 3,Grocery Store,397.833
FDH34,8.63,Low Fat,0.0311583,Snack Foods,184.258,OUT045,2002,,Tier 2,Supermarket Type1,4309.33
NCX53,20.1,LF,0.0149987,Health and Hygiene,142.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,2747.91
FDY31,5.98,Low Fat,0.0435629,Fruits and Vegetables,147.942,OUT046,1997,Small,Tier 1,Supermarket Type1,2363.84
FDD20,14.15,Low Fat,0.0208317,Fruits and Vegetables,126.405,OUT017,2007,,Tier 2,Supermarket Type1,2062.88
FDE51,5.925,Regular,0.096663,Dairy,45.3086,OUT045,2002,,Tier 2,Supermarket Type1,866.77
FDV27,7.97,Regular,0.03999,Meat,86.8514,OUT046,1997,Small,Tier 1,Supermarket Type1,1126.39
FDF16,7.3,Low Fat,0.0861161,Frozen Foods,148.408,OUT035,2004,Small,Tier 2,Supermarket Type1,2649.75
FDZ02,6.905,Regular,0.0382067,Dairy,96.1726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1148.52
NCK05,20.1,Low Fat,0.0776113,Health and Hygiene,63.0536,OUT045,2002,,Tier 2,Supermarket Type1,1275.77
FDM12,,Regular,0.0695784,Baking Goods,190.221,OUT027,1985,Medium,Tier 3,Supermarket Type3,1473.3
NCA05,20.75,Low Fat,0.025233,Health and Hygiene,150.173,OUT018,2009,Medium,Tier 3,Supermarket Type2,1227.93
FDX33,9.195,Regular,0.117723,Snack Foods,159.558,OUT045,2002,,Tier 2,Supermarket Type1,2344.9
FDM25,10.695,Regular,0,Breakfast,176.171,OUT049,1999,Medium,Tier 1,Supermarket Type1,2966.77
FDE41,9.195,Regular,0.0642749,Frozen Foods,85.8566,OUT018,2009,Medium,Tier 3,Supermarket Type2,905.644
FDW14,8.3,reg,0.038289,Dairy,88.4198,OUT045,2002,,Tier 2,Supermarket Type1,1523.29
NCD30,19.7,Low Fat,0.0268493,Household,95.8726,OUT046,1997,Small,Tier 1,Supermarket Type1,1520.78
FDB23,19.2,Regular,0.00935417,Starchy Foods,226.006,OUT010,1998,,Tier 3,Grocery Store,2311.88
FDF45,18.2,Regular,0.0122047,Fruits and Vegetables,60.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,1278.1
FDW20,20.75,Low Fat,0.024286,Fruits and Vegetables,124.873,OUT017,2007,,Tier 2,Supermarket Type1,2485.33
FDF47,20.85,Low Fat,0.0978162,Starchy Foods,222.775,OUT045,2002,,Tier 2,Supermarket Type1,2550.47
NCR05,,low fat,0.0956515,Health and Hygiene,200.408,OUT019,1985,Small,Tier 1,Grocery Store,876.506
DRB01,7.39,Low Fat,0.0822394,Soft Drinks,187.753,OUT046,1997,Small,Tier 1,Supermarket Type1,1940.2
FDE36,5.26,Regular,0.0417376,Baking Goods,164.487,OUT013,1987,High,Tier 3,Supermarket Type1,3755.27
FDU56,16.85,Low Fat,0.0444831,Fruits and Vegetables,184.227,OUT049,1999,Medium,Tier 1,Supermarket Type1,1824.82
FDB23,19.2,Regular,0.00559729,Starchy Foods,224.806,OUT049,1999,Medium,Tier 1,Supermarket Type1,4313.01
FDN48,13.35,Low Fat,0.0650517,Baking Goods,91.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1641.24
FDS43,11.65,Low Fat,0.0404812,Fruits and Vegetables,188.024,OUT013,1987,High,Tier 3,Supermarket Type1,2349
NCN05,8.235,Low Fat,0.0144476,Health and Hygiene,183.895,OUT013,1987,High,Tier 3,Supermarket Type1,2531.16
NCL53,7.5,Low Fat,0.0362913,Health and Hygiene,176.203,OUT049,1999,Medium,Tier 1,Supermarket Type1,2879.16
FDL56,14.1,Low Fat,0.125781,Fruits and Vegetables,86.9198,OUT046,1997,Small,Tier 1,Supermarket Type1,1182
FDH17,16.2,Regular,0.0167212,Frozen Foods,96.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1187.1
FDP37,15.6,Low Fat,0.143106,Breakfast,126.799,OUT046,1997,Small,Tier 1,Supermarket Type1,2378.52
FDG09,,Regular,0.0839302,Fruits and Vegetables,188.956,OUT019,1985,Small,Tier 1,Grocery Store,1495.07
FDA55,17.2,Regular,0.0571046,Fruits and Vegetables,223.109,OUT045,2002,,Tier 2,Supermarket Type1,2795.65
FDX31,20.35,Regular,0.0148487,Fruits and Vegetables,234.396,OUT049,1999,Medium,Tier 1,Supermarket Type1,3337.42
FDJ41,6.85,LF,0.0229297,Frozen Foods,261.459,OUT045,2002,,Tier 2,Supermarket Type1,3572.27
DRC24,17.85,Low Fat,0.0248716,Soft Drinks,155.8,OUT045,2002,,Tier 2,Supermarket Type1,3342.94
FDQ21,21.25,Low Fat,0.0194196,Snack Foods,122.576,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.19
NCT54,8.695,Low Fat,0.119778,Household,93.9094,OUT045,2002,,Tier 2,Supermarket Type1,951.399
FDH08,7.51,Low Fat,0.0174562,Fruits and Vegetables,230.101,OUT049,1999,Medium,Tier 1,Supermarket Type1,3303.98
FDY38,13.6,Regular,0.119662,Dairy,233.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3839.05
DRM11,6.57,Low Fat,0.110587,Hard Drinks,261.028,OUT010,1998,,Tier 3,Grocery Store,1849.76
FDG32,19.85,Low Fat,0.176269,Fruits and Vegetables,221.677,OUT049,1999,Medium,Tier 1,Supermarket Type1,2355.84
NCH18,9.3,LF,0.0446612,Household,245.28,OUT046,1997,Small,Tier 1,Supermarket Type1,2572.64
FDI20,19.1,Low Fat,0.0385565,Fruits and Vegetables,211.259,OUT035,2004,Small,Tier 2,Supermarket Type1,5205.7
FDA33,6.48,Low Fat,0.034038,Snack Foods,147.208,OUT018,2009,Medium,Tier 3,Supermarket Type2,2191.26
FDN45,19.35,Low Fat,0.118004,Snack Foods,223.309,OUT013,1987,High,Tier 3,Supermarket Type1,3260.63
FDT45,15.85,Low Fat,0.095931,Snack Foods,56.0956,OUT010,1998,,Tier 3,Grocery Store,-976.035
FDR32,6.78,Regular,0.0857917,Fruits and Vegetables,228.969,OUT035,2004,Small,Tier 2,Supermarket Type1,4056.38
FDA48,12.1,Low Fat,0.115524,Baking Goods,220.811,OUT017,2007,,Tier 2,Supermarket Type1,4341.5
FDN23,6.575,Regular,0.0759349,Breads,144.844,OUT017,2007,,Tier 2,Supermarket Type1,2671.71
NCR18,15.85,Low Fat,0.0204838,Household,43.2112,OUT035,2004,Small,Tier 2,Supermarket Type1,731.365
FDD45,8.615,Low Fat,0.116249,Fruits and Vegetables,94.1436,OUT046,1997,Small,Tier 1,Supermarket Type1,1478.45
FDI22,12.6,Low Fat,0.0966044,Snack Foods,207.061,OUT018,2009,Medium,Tier 3,Supermarket Type2,3110.47
FDT09,15.15,Regular,0,Snack Foods,132.928,OUT013,1987,High,Tier 3,Supermarket Type1,2143.46
DRC24,,Low Fat,0.0247011,Soft Drinks,154.1,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910.08
FDT39,6.26,Regular,0.00986791,Meat,149.137,OUT046,1997,Small,Tier 1,Supermarket Type1,2526.22
FDX28,6.325,Low Fat,0.125432,Frozen Foods,98.4042,OUT045,2002,,Tier 2,Supermarket Type1,1862.36
FDA50,16.25,Low Fat,0.0875303,Dairy,95.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1292.08
FDT33,,Regular,0.0338261,Snack Foods,168.416,OUT027,1985,Medium,Tier 3,Supermarket Type3,2228.96
FDQ60,6.195,Regular,0.109544,Baking Goods,120.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.72
NCM19,12.65,Low Fat,0.0474297,Others,112.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,1672.62
FDF40,20.25,Regular,0.0225121,Dairy,248.409,OUT046,1997,Small,Tier 1,Supermarket Type1,3426.25
NCI30,20.25,Low Fat,0.0589244,Household,245.046,OUT035,2004,Small,Tier 2,Supermarket Type1,3059.48
FDK34,13.35,Low Fat,0.0385866,Snack Foods,238.056,OUT049,1999,Medium,Tier 1,Supermarket Type1,3055.39
FDA38,,Low Fat,0.0253565,Dairy,239.454,OUT027,1985,Medium,Tier 3,Supermarket Type3,2358.11
FDT02,12.6,LF,0.0242438,Dairy,36.9874,OUT045,2002,,Tier 2,Supermarket Type1,510.583
FDC11,20.5,Low Fat,0.142595,Starchy Foods,87.7172,OUT017,2007,,Tier 2,Supermarket Type1,1512.43
FDD08,8.3,Low Fat,0.0353544,Fruits and Vegetables,39.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,677.59
NCS29,9,Low Fat,0.0695455,Health and Hygiene,262.988,OUT046,1997,Small,Tier 1,Supermarket Type1,4035.38
DRI03,6.03,Low Fat,0.0380013,Dairy,176.603,OUT010,1998,,Tier 3,Grocery Store,1379.02
FDK48,7.445,Low Fat,0.0376251,Baking Goods,73.2354,OUT035,2004,Small,Tier 2,Supermarket Type1,1486.85
FDM52,15.1,Low Fat,0.0260338,Frozen Foods,149.508,OUT049,1999,Medium,Tier 1,Supermarket Type1,2768.96
FDP49,9,Regular,0.0690759,Breakfast,57.0614,OUT035,2004,Small,Tier 2,Supermarket Type1,838.511
DRA24,19.35,Regular,0.0399282,Soft Drinks,164.587,OUT046,1997,Small,Tier 1,Supermarket Type1,2434.05
NCJ43,6.635,Low Fat,0.0271115,Household,172.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,2115.79
FDE11,17.7,Regular,0.13537,Starchy Foods,183.692,OUT045,2002,,Tier 2,Supermarket Type1,3866.6
FDP01,20.75,Regular,0.0634244,Breakfast,154.368,OUT049,1999,Medium,Tier 1,Supermarket Type1,1930.7
FDQ59,9.8,reg,0.0566162,Breads,84.6908,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.228
FDA43,,Low Fat,0.113239,Fruits and Vegetables,194.579,OUT019,1985,Small,Tier 1,Grocery Store,718.44
FDL14,8.115,Regular,0.0323408,Canned,154.397,OUT017,2007,,Tier 2,Supermarket Type1,2456.99
FDV50,14.3,Low Fat,0,Dairy,124.173,OUT010,1998,,Tier 3,Grocery Store,-271.757
FDT01,,Regular,0.183276,Canned,210.49,OUT027,1985,Medium,Tier 3,Supermarket Type3,2982.91
NCC42,15,Low Fat,0.0448999,Health and Hygiene,139.984,OUT035,2004,Small,Tier 2,Supermarket Type1,2034.5
FDO28,5.765,Low Fat,0.0722984,Frozen Foods,118.81,OUT046,1997,Small,Tier 1,Supermarket Type1,1530.64
FDD32,,Regular,0.0716666,Fruits and Vegetables,80.6276,OUT019,1985,Small,Tier 1,Grocery Store,-628.974
FDV45,16.75,Low Fat,0.0450389,Snack Foods,185.856,OUT035,2004,Small,Tier 2,Supermarket Type1,3394.25
NCW17,,Low Fat,0.0339428,Health and Hygiene,126.599,OUT019,1985,Small,Tier 1,Grocery Store,1153.04
NCJ17,,Low Fat,0.151818,Health and Hygiene,86.0224,OUT027,1985,Medium,Tier 3,Supermarket Type3,1236.69
NCF18,18.35,Low Fat,0.0891209,Household,190.55,OUT049,1999,Medium,Tier 1,Supermarket Type1,3656.05
FDP01,20.75,Regular,0.0634544,Breakfast,153.268,OUT045,2002,,Tier 2,Supermarket Type1,1949.74
FDH24,20.7,Low Fat,0.0214746,Baking Goods,156.929,OUT045,2002,,Tier 2,Supermarket Type1,2145.29
FDI38,,Regular,0.0145561,Canned,208.764,OUT027,1985,Medium,Tier 3,Supermarket Type3,4031.12
FDX03,15.85,Regular,0.0610844,Meat,44.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,1016.37
FDY28,7.47,Regular,0.152151,Frozen Foods,213.522,OUT046,1997,Small,Tier 1,Supermarket Type1,4046.51
FDN34,15.6,Regular,0.0459507,Snack Foods,170.813,OUT018,2009,Medium,Tier 3,Supermarket Type2,3230.28
FDJ02,17.2,Regular,0.0252178,Canned,148.542,OUT045,2002,,Tier 2,Supermarket Type1,1769.35
FDW40,,Regular,0.184096,Frozen Foods,140.781,OUT019,1985,Small,Tier 1,Grocery Store,1305.75
FDX03,15.85,Regular,0.0614416,Meat,43.4744,OUT017,2007,,Tier 2,Supermarket Type1,948.755
FDE17,,Regular,0.0541918,Frozen Foods,152.137,OUT027,1985,Medium,Tier 3,Supermarket Type3,2303.26
FDT58,9,Low Fat,0.0859547,Snack Foods,167.482,OUT046,1997,Small,Tier 1,Supermarket Type1,2183.55
FDI38,13.35,Regular,0.0146147,Canned,207.964,OUT013,1987,High,Tier 3,Supermarket Type1,4322.83
FDW22,9.695,Regular,0.0302847,Snack Foods,223.311,OUT035,2004,Small,Tier 2,Supermarket Type1,4236.25
FDS15,,Regular,0.0776826,Meat,109.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,2247.52
NCX06,17.6,Low Fat,0.015674,Household,181.998,OUT013,1987,High,Tier 3,Supermarket Type1,3071.96
DRK47,7.905,Low Fat,0.0640523,Hard Drinks,229.969,OUT035,2004,Small,Tier 2,Supermarket Type1,3365.8
FDC23,,Low Fat,0.0178195,Starchy Foods,178.069,OUT027,1985,Medium,Tier 3,Supermarket Type3,3107.8
FDM56,16.7,Low Fat,0.117486,Fruits and Vegetables,107.491,OUT010,1998,,Tier 3,Grocery Store,-926.155
FDP21,7.42,Regular,0.0257408,Snack Foods,190.087,OUT046,1997,Small,Tier 1,Supermarket Type1,3730.5
FDP58,11.1,Low Fat,0.135142,Snack Foods,218.848,OUT046,1997,Small,Tier 1,Supermarket Type1,3414.22
FDA27,,Regular,0.0541503,Dairy,254.767,OUT019,1985,Small,Tier 1,Grocery Store,1338.02
FDK41,,Low Fat,0.223309,Frozen Foods,85.5224,OUT019,1985,Small,Tier 1,Grocery Store,-694.491
NCH42,6.86,Low Fat,0.0365373,Household,230.601,OUT046,1997,Small,Tier 1,Supermarket Type1,3796.8
FDG29,17.6,Low Fat,0.0564061,Frozen Foods,42.5454,OUT045,2002,,Tier 2,Supermarket Type1,543.582
FDW15,15.35,Regular,0.0553381,Meat,150.473,OUT018,2009,Medium,Tier 3,Supermarket Type2,2144.16
FDD28,10.695,Low Fat,0.053514,Frozen Foods,59.1904,OUT018,2009,Medium,Tier 3,Supermarket Type2,494.363
FDQ37,20.75,Low Fat,0.0893994,Breakfast,193.948,OUT049,1999,Medium,Tier 1,Supermarket Type1,4497.68
FDC23,18,Low Fat,0.0179028,Starchy Foods,178.269,OUT035,2004,Small,Tier 2,Supermarket Type1,3601.4
FDV13,17.35,Regular,0.0276056,Canned,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1617.11
FDK33,17.85,Low Fat,0.0112353,Snack Foods,211.856,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.06
FDO33,14.75,Low Fat,0.0892481,Snack Foods,113.152,OUT013,1987,High,Tier 3,Supermarket Type1,2106.11
FDN21,18.6,Low Fat,0.0772904,Snack Foods,161.924,OUT017,2007,,Tier 2,Supermarket Type1,1742.53
NCW06,,Low Fat,0.0500967,Household,192.416,OUT027,1985,Medium,Tier 3,Supermarket Type3,2317.7
FDI38,13.35,Regular,0.0146241,Canned,207.264,OUT035,2004,Small,Tier 2,Supermarket Type1,4416.89
FDC21,,Regular,0.0427508,Fruits and Vegetables,107.725,OUT027,1985,Medium,Tier 3,Supermarket Type3,1292.5
NCS05,11.5,LF,0.0209781,Health and Hygiene,132.894,OUT046,1997,Small,Tier 1,Supermarket Type1,2091.35
NCN53,5.175,Low Fat,0.0304027,Health and Hygiene,37.0874,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.124
FDV40,17.35,Low Fat,0.024591,Frozen Foods,74.8038,OUT010,1998,,Tier 3,Grocery Store,-1210.7
FDG60,20.35,Low Fat,0.0610431,Baking Goods,233.062,OUT017,2007,,Tier 2,Supermarket Type1,4017.75
NCY30,,Low Fat,0.0258276,Household,182.798,OUT027,1985,Medium,Tier 3,Supermarket Type3,2599.37
FDM40,10.195,Low Fat,0.160261,Frozen Foods,141.015,OUT045,2002,,Tier 2,Supermarket Type1,1999.36
NCO30,19.5,Low Fat,0,Household,183.361,OUT046,1997,Small,Tier 1,Supermarket Type1,2630.82
FDK10,5.785,Regular,0.0403589,Snack Foods,181.366,OUT046,1997,Small,Tier 1,Supermarket Type1,2230.08
FDM36,11.65,Regular,0.0588499,Baking Goods,172.742,OUT045,2002,,Tier 2,Supermarket Type1,2325.52
FDN10,11.5,Low Fat,0.0460854,Snack Foods,117.612,OUT013,1987,High,Tier 3,Supermarket Type1,1152.78
FDM46,7.365,Low Fat,0.160619,Snack Foods,93.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,732.851
FDX50,20.1,LF,0.0747432,Dairy,111.523,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.51
FDP33,18.7,Low Fat,0.0894533,Snack Foods,254.367,OUT045,2002,,Tier 2,Supermarket Type1,4015.72
FDO12,15.75,Low Fat,0,Baking Goods,194.845,OUT045,2002,,Tier 2,Supermarket Type1,3111.91
FDC28,7.905,Low Fat,0.0549412,Frozen Foods,110.425,OUT013,1987,High,Tier 3,Supermarket Type1,1509.73
FDO31,6.76,Regular,0.0290415,Fruits and Vegetables,80.796,OUT045,2002,,Tier 2,Supermarket Type1,1308.61
FDX45,16.75,Low Fat,0.104836,Snack Foods,154.863,OUT035,2004,Small,Tier 2,Supermarket Type1,2459.47
FDV21,11.5,Low Fat,0.171349,Snack Foods,125.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,2870.05
FDH04,6.115,Regular,0.0113907,Frozen Foods,91.0488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1522.72
NCG54,12.1,Low Fat,0.0797399,Household,169.411,OUT013,1987,High,Tier 3,Supermarket Type1,4030.16
FDO13,7.865,Low Fat,0.0610597,Breakfast,162.753,OUT046,1997,Small,Tier 1,Supermarket Type1,1990.66
FDA09,,Regular,0.148643,Snack Foods,179.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,1971.73
FDC38,15.7,Low Fat,0.123187,Canned,133.594,OUT017,2007,,Tier 2,Supermarket Type1,2053.8
NCO42,21.25,Low Fat,0.0246556,Household,144.01,OUT046,1997,Small,Tier 1,Supermarket Type1,2360.73
FDL45,15.6,Low Fat,0.0377464,Snack Foods,123.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2495.39
NCK31,10.895,Low Fat,0.0270253,Others,52.2666,OUT013,1987,High,Tier 3,Supermarket Type1,911.715
FDM39,6.42,Low Fat,0.0537731,Dairy,179,OUT017,2007,,Tier 2,Supermarket Type1,3285.71
FDC22,6.89,reg,0.228353,Snack Foods,192.482,OUT010,1998,,Tier 3,Grocery Store,944.934
FDF46,7.07,LF,0.0936712,Snack Foods,115.383,OUT046,1997,Small,Tier 1,Supermarket Type1,1168.19
FDQ37,20.75,Low Fat,0.0894417,Breakfast,192.048,OUT045,2002,,Tier 2,Supermarket Type1,4513.5
FDH41,9,Low Fat,0.13727,Frozen Foods,213.453,OUT010,1998,,Tier 3,Grocery Store,867.106
FDQ04,6.4,Low Fat,0.0847536,Frozen Foods,40.2796,OUT046,1997,Small,Tier 1,Supermarket Type1,1379.8
NCQ02,,Low Fat,0,Household,189.256,OUT027,1985,Medium,Tier 3,Supermarket Type3,2797.09
FDJ57,,Regular,0.0214692,Seafood,187.658,OUT027,1985,Medium,Tier 3,Supermarket Type3,3793.57
NCE07,8.18,Low Fat,0.0131504,Household,140.615,OUT049,1999,Medium,Tier 1,Supermarket Type1,1952.56
FDE56,17.25,Regular,0.159063,Fruits and Vegetables,60.2194,OUT013,1987,High,Tier 3,Supermarket Type1,1426.04
FDI20,19.1,Low Fat,0.0386237,Fruits and Vegetables,209.659,OUT049,1999,Medium,Tier 1,Supermarket Type1,5112.27
FDK36,7.09,Low Fat,0,Baking Goods,49.1034,OUT018,2009,Medium,Tier 3,Supermarket Type2,459.141
FDP08,,Regular,0.111866,Fruits and Vegetables,191.848,OUT027,1985,Medium,Tier 3,Supermarket Type3,2847.44
FDF44,7.17,Regular,0.0600659,Fruits and Vegetables,130.997,OUT017,2007,,Tier 2,Supermarket Type1,3103.81
NCU53,5.485,Low Fat,0.0429936,Health and Hygiene,167.384,OUT017,2007,,Tier 2,Supermarket Type1,1993.02
FDF47,20.85,Low Fat,0.0975998,Starchy Foods,224.875,OUT035,2004,Small,Tier 2,Supermarket Type1,2622.33
FDS55,7.02,Low Fat,0.135852,Fruits and Vegetables,149.773,OUT010,1998,,Tier 3,Grocery Store,908.366
FDZ52,19.2,LF,0.167504,Frozen Foods,110.589,OUT010,1998,,Tier 3,Grocery Store,-422.144
FDL04,19,Low Fat,0.112379,Frozen Foods,105.362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1317.5
NCM26,20.5,Low Fat,0.0231388,Others,152.734,OUT035,2004,Small,Tier 2,Supermarket Type1,3000.53
FDX43,5.655,Low Fat,0,Fruits and Vegetables,168.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.54
FDP52,18.7,Regular,0.0708016,Frozen Foods,227.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3925.79
DRK49,14.15,LF,0.0360166,Soft Drinks,41.4138,OUT045,2002,,Tier 2,Supermarket Type1,558.49
FDE38,6.52,Low Fat,0.04457,Canned,165.384,OUT013,1987,High,Tier 3,Supermarket Type1,2842.49
DRF13,12.1,Low Fat,0.0297757,Soft Drinks,145.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2827.38
FDK41,14.3,Low Fat,0.213479,Frozen Foods,84.9224,OUT010,1998,,Tier 3,Grocery Store,-1028.03
FDJ04,,Low Fat,0.123849,Frozen Foods,120.012,OUT027,1985,Medium,Tier 3,Supermarket Type3,901.568
FDZ44,8.185,Low Fat,0.0388868,Fruits and Vegetables,118.581,OUT018,2009,Medium,Tier 3,Supermarket Type2,1092.29
FDS11,7.05,Regular,0.0555123,Breads,225.709,OUT013,1987,High,Tier 3,Supermarket Type1,3901.45
FDA55,17.2,Regular,0.0570776,Fruits and Vegetables,224.809,OUT049,1999,Medium,Tier 1,Supermarket Type1,2779.03
NCW53,18.35,LF,0.0304951,Health and Hygiene,194.016,OUT046,1997,Small,Tier 1,Supermarket Type1,2505.19
FDB49,,Regular,0,Baking Goods,99.8384,OUT027,1985,Medium,Tier 3,Supermarket Type3,1758.77
FDD23,9.5,Regular,0.0489609,Starchy Foods,188.19,OUT017,2007,,Tier 2,Supermarket Type1,3647.14
NCV42,6.26,Low Fat,0.0314857,Household,110.023,OUT045,2002,,Tier 2,Supermarket Type1,2135.41
NCZ29,15,Low Fat,0.0716622,Health and Hygiene,127.736,OUT018,2009,Medium,Tier 3,Supermarket Type2,1824.52
FDQ26,13.5,Regular,0.0678159,Dairy,58.0562,OUT013,1987,High,Tier 3,Supermarket Type1,873.442
FDV08,7.35,LF,0.0287567,Fruits and Vegetables,40.5454,OUT017,2007,,Tier 2,Supermarket Type1,617.956
FDC53,8.68,Low Fat,0.00884943,Frozen Foods,99.9384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1372.03
FDV58,20.85,LF,0.202948,Snack Foods,197.445,OUT010,1998,,Tier 3,Grocery Store,557.309
NCP02,,Low Fat,0.0784544,Household,58.3562,OUT019,1985,Small,Tier 1,Grocery Store,-747.229
DRI37,15.85,Low Fat,0.107816,Soft Drinks,56.8904,OUT045,2002,,Tier 2,Supermarket Type1,1007.79
